id0,id1
0,0
1,1
2,2
2,3
2,4
2,5
2,6
2,7
2,8
2,9
2,10
2,11
3,3
3,4
3,5
3,6
3,7
3,8
3,9
3,10
3,11
4,4
4,5
4,6
4,7
4,8
4,9
4,10
4,11
5,5
5,6
5,7
5,8
5,9
5,10
5,11
6,6
6,7
6,8
6,9
6,10
6,11
7,7
7,8
7,9
7,10
7,11
8,8
8,9
8,10
8,11
9,9
9,10
9,11
10,10
10,11
11,11
12,12
12,13
12,14
12,15
13,13
13,14
13,15
14,14
14,15
15,15
16,16
16,17
17,17
18,18
18,19
18,20
18,21
18,22
18,23
18,24
18,25
18,26
19,19
19,20
19,21
19,22
19,23
19,24
19,25
19,26
20,20
20,21
20,22
20,23
20,24
20,25
20,26
21,21
21,22
21,23
21,24
21,25
21,26
22,22
22,23
22,24
22,25
22,26
23,23
23,24
23,25
23,26
24,24
24,25
24,26
25,25
25,26
26,26
27,27
27,28
27,29
27,30
28,28
28,29
28,30
29,29
29,30
30,30
31,31
31,32
31,33
31,34
32,32
32,33
32,34
33,33
33,34
34,34
