id0,id1
0,0
0,1
0,2
1,1
1,2
2,2
3,3
4,4
5,5
5,6
5,7
5,8
5,9
6,6
6,7
6,8
6,9
7,7
7,8
7,9
8,8
8,9
9,9
10,10
10,11
10,12
10,13
10,14
10,15
10,16
10,17
10,18
11,11
11,12
11,13
11,14
11,15
11,16
11,17
11,18
12,12
12,13
12,14
12,15
12,16
12,17
12,18
13,13
13,14
13,15
13,16
13,17
13,18
14,14
14,15
14,16
14,17
14,18
15,15
15,16
15,17
15,18
16,16
16,17
16,18
17,17
17,18
18,18
19,19
19,20
19,21
19,22
19,23
20,20
20,21
20,22
20,23
21,21
21,22
21,23
22,22
22,23
23,23
24,24
24,25
24,26
24,27
25,25
25,26
25,27
26,26
26,27
27,27
28,28
28,29
28,30
28,31
28,32
29,29
29,30
29,31
29,32
30,30
30,31
30,32
31,31
31,32
32,32
