id0,id1
0,0
1,1
1,2
1,3
2,2
2,3
3,3
4,4
4,5
4,6
4,7
4,8
4,9
4,10
5,5
5,6
5,7
5,8
5,9
5,10
6,6
6,7
6,8
6,9
6,10
7,7
7,8
7,9
7,10
8,8
8,9
8,10
9,9
9,10
10,10
11,11
11,12
11,13
11,14
11,15
11,16
11,17
11,18
12,12
12,13
12,14
12,15
12,16
12,17
12,18
13,13
13,14
13,15
13,16
13,17
13,18
14,14
14,15
14,16
14,17
14,18
15,15
15,16
15,17
15,18
16,16
16,17
16,18
17,17
17,18
18,18
19,19
19,20
19,21
19,22
20,20
20,21
20,22
21,21
21,22
22,22
23,23
23,24
24,24
25,25
25,26
25,27
25,28
25,29
26,26
26,27
26,28
26,29
27,27
27,28
27,29
28,28
28,29
29,29
30,30
