id0,id1
0,0
0,1
0,2
1,1
1,2
2,2
3,3
3,4
4,4
5,5
5,6
6,6
7,7
7,8
7,9
7,10
7,11
7,12
8,8
8,9
8,10
8,11
8,12
9,9
9,10
9,11
9,12
10,10
10,11
10,12
11,11
11,12
12,12
13,13
13,14
13,15
13,16
14,14
14,15
14,16
15,15
15,16
16,16
17,17
18,18
18,19
18,20
19,19
19,20
20,20
21,21
21,22
21,23
21,24
21,25
21,26
21,27
21,28
21,29
21,30
21,31
22,22
22,23
22,24
22,25
22,26
22,27
22,28
22,29
22,30
22,31
23,23
23,24
23,25
23,26
23,27
23,28
23,29
23,30
23,31
24,24
24,25
24,26
24,27
24,28
24,29
24,30
24,31
25,25
25,26
25,27
25,28
25,29
25,30
25,31
26,26
26,27
26,28
26,29
26,30
26,31
27,27
27,28
27,29
27,30
27,31
28,28
28,29
28,30
28,31
29,29
29,30
29,31
30,30
30,31
31,31
