id0,id1
0,0
1,1
1,2
1,3
1,4
1,5
1,6
1,7
1,8
2,2
2,3
2,4
2,5
2,6
2,7
2,8
3,3
3,4
3,5
3,6
3,7
3,8
4,4
4,5
4,6
4,7
4,8
5,5
5,6
5,7
5,8
6,6
6,7
6,8
7,7
7,8
8,8
9,9
9,10
9,11
9,12
10,10
10,11
10,12
11,11
11,12
12,12
13,13
13,14
13,15
13,16
13,17
13,18
13,19
13,20
13,21
13,22
13,23
13,24
13,25
13,26
14,14
14,15
14,16
14,17
14,18
14,19
14,20
14,21
14,22
14,23
14,24
14,25
14,26
15,15
15,16
15,17
15,18
15,19
15,20
15,21
15,22
15,23
15,24
15,25
15,26
16,16
16,17
16,18
16,19
16,20
16,21
16,22
16,23
16,24
16,25
16,26
17,17
17,18
17,19
17,20
17,21
17,22
17,23
17,24
17,25
17,26
18,18
18,19
18,20
18,21
18,22
18,23
18,24
18,25
18,26
19,19
19,20
19,21
19,22
19,23
19,24
19,25
19,26
20,20
20,21
20,22
20,23
20,24
20,25
20,26
21,21
21,22
21,23
21,24
21,25
21,26
22,22
22,23
22,24
22,25
22,26
23,23
23,24
23,25
23,26
24,24
24,25
24,26
25,25
25,26
26,26
27,27
27,28
28,28
29,29
29,30
29,31
30,30
30,31
31,31
32,32
32,33
32,34
32,35
32,36
32,37
32,38
32,39
32,40
32,41
32,42
32,43
33,33
33,34
33,35
33,36
33,37
33,38
33,39
33,40
33,41
33,42
33,43
34,34
34,35
34,36
34,37
34,38
34,39
34,40
34,41
34,42
34,43
35,35
35,36
35,37
35,38
35,39
35,40
35,41
35,42
35,43
36,36
36,37
36,38
36,39
36,40
36,41
36,42
36,43
37,37
37,38
37,39
37,40
37,41
37,42
37,43
38,38
38,39
38,40
38,41
38,42
38,43
39,39
39,40
39,41
39,42
39,43
40,40
40,41
40,42
40,43
41,41
41,42
41,43
42,42
42,43
43,43
44,44
44,45
45,45
