id0,id1
0,0
1,1
2,2
2,3
2,4
2,5
2,6
2,7
3,3
3,4
3,5
3,6
3,7
4,4
4,5
4,6
4,7
5,5
5,6
5,7
6,6
6,7
7,7
8,8
9,9
9,10
9,11
9,12
9,13
10,10
10,11
10,12
10,13
11,11
11,12
11,13
12,12
12,13
13,13
14,14
14,15
14,16
14,17
14,18
14,19
14,20
14,21
14,22
15,15
15,16
15,17
15,18
15,19
15,20
15,21
15,22
16,16
16,17
16,18
16,19
16,20
16,21
16,22
17,17
17,18
17,19
17,20
17,21
17,22
18,18
18,19
18,20
18,21
18,22
19,19
19,20
19,21
19,22
20,20
20,21
20,22
21,21
21,22
22,22
23,23
23,24
23,25
24,24
24,25
25,25
26,26
26,27
26,28
26,29
26,30
26,31
26,32
26,33
27,27
27,28
27,29
27,30
27,31
27,32
27,33
28,28
28,29
28,30
28,31
28,32
28,33
29,29
29,30
29,31
29,32
29,33
30,30
30,31
30,32
30,33
31,31
31,32
31,33
32,32
32,33
33,33
