id0,id1
0,0
0,1
1,1
2,2
2,3
2,4
2,5
2,6
2,7
2,8
2,9
2,10
2,11
2,12
3,3
3,4
3,5
3,6
3,7
3,8
3,9
3,10
3,11
3,12
4,4
4,5
4,6
4,7
4,8
4,9
4,10
4,11
4,12
5,5
5,6
5,7
5,8
5,9
5,10
5,11
5,12
6,6
6,7
6,8
6,9
6,10
6,11
6,12
7,7
7,8
7,9
7,10
7,11
7,12
8,8
8,9
8,10
8,11
8,12
9,9
9,10
9,11
9,12
10,10
10,11
10,12
11,11
11,12
12,12
13,13
13,14
14,14
15,15
15,16
15,17
15,18
15,19
15,20
16,16
16,17
16,18
16,19
16,20
17,17
17,18
17,19
17,20
18,18
18,19
18,20
19,19
19,20
20,20
21,21
21,22
21,23
22,22
22,23
23,23
24,24
24,25
24,26
25,25
25,26
26,26
27,27
27,28
27,29
28,28
28,29
29,29
30,30
30,31
30,32
31,31
31,32
32,32
