id0,id1
0,0
0,1
0,2
1,1
1,2
2,2
3,3
4,4
4,5
4,6
4,7
4,8
4,9
4,10
4,11
4,12
5,5
5,6
5,7
5,8
5,9
5,10
5,11
5,12
6,6
6,7
6,8
6,9
6,10
6,11
6,12
7,7
7,8
7,9
7,10
7,11
7,12
8,8
8,9
8,10
8,11
8,12
9,9
9,10
9,11
9,12
10,10
10,11
10,12
11,11
11,12
12,12
13,13
13,14
14,14
15,15
16,16
16,17
16,18
16,19
16,20
16,21
17,17
17,18
17,19
17,20
17,21
18,18
18,19
18,20
18,21
19,19
19,20
19,21
20,20
20,21
21,21
22,22
22,23
22,24
22,25
22,26
22,27
22,28
22,29
22,30
22,31
22,32
23,23
23,24
23,25
23,26
23,27
23,28
23,29
23,30
23,31
23,32
24,24
24,25
24,26
24,27
24,28
24,29
24,30
24,31
24,32
25,25
25,26
25,27
25,28
25,29
25,30
25,31
25,32
26,26
26,27
26,28
26,29
26,30
26,31
26,32
27,27
27,28
27,29
27,30
27,31
27,32
28,28
28,29
28,30
28,31
28,32
29,29
29,30
29,31
29,32
30,30
30,31
30,32
31,31
31,32
32,32
33,33
33,34
33,35
33,36
34,34
34,35
34,36
35,35
35,36
36,36
