id0,id1
0,0
0,1
0,2
0,3
0,4
1,1
1,2
1,3
1,4
2,2
2,3
2,4
3,3
3,4
4,4
5,5
5,6
6,6
7,7
7,8
7,9
7,10
7,11
7,12
7,13
7,14
7,15
8,8
8,9
8,10
8,11
8,12
8,13
8,14
8,15
9,9
9,10
9,11
9,12
9,13
9,14
9,15
10,10
10,11
10,12
10,13
10,14
10,15
11,11
11,12
11,13
11,14
11,15
12,12
12,13
12,14
12,15
13,13
13,14
13,15
14,14
14,15
15,15
16,16
16,17
16,18
16,19
16,20
16,21
17,17
17,18
17,19
17,20
17,21
18,18
18,19
18,20
18,21
19,19
19,20
19,21
20,20
20,21
21,21
22,22
23,23
23,24
23,25
23,26
23,27
23,28
23,29
23,30
24,24
24,25
24,26
24,27
24,28
24,29
24,30
25,25
25,26
25,27
25,28
25,29
25,30
26,26
26,27
26,28
26,29
26,30
27,27
27,28
27,29
27,30
28,28
28,29
28,30
29,29
29,30
30,30
31,31
32,32
32,33
32,34
32,35
32,36
32,37
32,38
32,39
32,40
32,41
32,42
32,43
32,44
32,45
32,46
32,47
33,33
33,34
33,35
33,36
33,37
33,38
33,39
33,40
33,41
33,42
33,43
33,44
33,45
33,46
33,47
34,34
34,35
34,36
34,37
34,38
34,39
34,40
34,41
34,42
34,43
34,44
34,45
34,46
34,47
35,35
35,36
35,37
35,38
35,39
35,40
35,41
35,42
35,43
35,44
35,45
35,46
35,47
36,36
36,37
36,38
36,39
36,40
36,41
36,42
36,43
36,44
36,45
36,46
36,47
37,37
37,38
37,39
37,40
37,41
37,42
37,43
37,44
37,45
37,46
37,47
38,38
38,39
38,40
38,41
38,42
38,43
38,44
38,45
38,46
38,47
39,39
39,40
39,41
39,42
39,43
39,44
39,45
39,46
39,47
40,40
40,41
40,42
40,43
40,44
40,45
40,46
40,47
41,41
41,42
41,43
41,44
41,45
41,46
41,47
42,42
42,43
42,44
42,45
42,46
42,47
43,43
43,44
43,45
43,46
43,47
44,44
44,45
44,46
44,47
45,45
45,46
45,47
46,46
46,47
47,47
