id0,id1
0,0
1,1
1,2
1,3
2,2
2,3
3,3
4,4
4,5
4,6
4,7
4,8
5,5
5,6
5,7
5,8
6,6
6,7
6,8
7,7
7,8
8,8
9,9
9,10
10,10
11,11
11,12
11,13
12,12
12,13
13,13
14,14
15,15
15,16
15,17
16,16
16,17
17,17
18,18
18,19
18,20
18,21
18,22
18,23
18,24
18,25
18,26
18,27
19,19
19,20
19,21
19,22
19,23
19,24
19,25
19,26
19,27
20,20
20,21
20,22
20,23
20,24
20,25
20,26
20,27
21,21
21,22
21,23
21,24
21,25
21,26
21,27
22,22
22,23
22,24
22,25
22,26
22,27
23,23
23,24
23,25
23,26
23,27
24,24
24,25
24,26
24,27
25,25
25,26
25,27
26,26
26,27
27,27
