id0,id1
0,0
1,1
1,2
1,3
1,4
2,2
2,3
2,4
3,3
3,4
4,4
5,5
5,6
5,7
5,8
6,6
6,7
6,8
7,7
7,8
8,8
9,9
9,10
9,11
9,12
9,13
9,14
9,15
9,16
9,17
10,10
10,11
10,12
10,13
10,14
10,15
10,16
10,17
11,11
11,12
11,13
11,14
11,15
11,16
11,17
12,12
12,13
12,14
12,15
12,16
12,17
13,13
13,14
13,15
13,16
13,17
14,14
14,15
14,16
14,17
15,15
15,16
15,17
16,16
16,17
17,17
18,18
19,19
20,20
20,21
20,22
20,23
20,24
20,25
21,21
21,22
21,23
21,24
21,25
22,22
22,23
22,24
22,25
23,23
23,24
23,25
24,24
24,25
25,25
26,26
26,27
26,28
27,27
27,28
28,28
