id0,id1
0,0
1,1
1,2
1,3
2,2
2,3
3,3
4,4
4,5
4,6
4,7
4,8
4,9
4,10
4,11
4,12
5,5
5,6
5,7
5,8
5,9
5,10
5,11
5,12
6,6
6,7
6,8
6,9
6,10
6,11
6,12
7,7
7,8
7,9
7,10
7,11
7,12
8,8
8,9
8,10
8,11
8,12
9,9
9,10
9,11
9,12
10,10
10,11
10,12
11,11
11,12
12,12
13,13
14,14
15,15
15,16
15,17
16,16
16,17
17,17
18,18
18,19
18,20
18,21
18,22
18,23
18,24
18,25
18,26
18,27
18,28
18,29
18,30
18,31
18,32
18,33
18,34
18,35
18,36
18,37
18,38
18,39
19,19
19,20
19,21
19,22
19,23
19,24
19,25
19,26
19,27
19,28
19,29
19,30
19,31
19,32
19,33
19,34
19,35
19,36
19,37
19,38
19,39
20,20
20,21
20,22
20,23
20,24
20,25
20,26
20,27
20,28
20,29
20,30
20,31
20,32
20,33
20,34
20,35
20,36
20,37
20,38
20,39
21,21
21,22
21,23
21,24
21,25
21,26
21,27
21,28
21,29
21,30
21,31
21,32
21,33
21,34
21,35
21,36
21,37
21,38
21,39
22,22
22,23
22,24
22,25
22,26
22,27
22,28
22,29
22,30
22,31
22,32
22,33
22,34
22,35
22,36
22,37
22,38
22,39
23,23
23,24
23,25
23,26
23,27
23,28
23,29
23,30
23,31
23,32
23,33
23,34
23,35
23,36
23,37
23,38
23,39
24,24
24,25
24,26
24,27
24,28
24,29
24,30
24,31
24,32
24,33
24,34
24,35
24,36
24,37
24,38
24,39
25,25
25,26
25,27
25,28
25,29
25,30
25,31
25,32
25,33
25,34
25,35
25,36
25,37
25,38
25,39
26,26
26,27
26,28
26,29
26,30
26,31
26,32
26,33
26,34
26,35
26,36
26,37
26,38
26,39
27,27
27,28
27,29
27,30
27,31
27,32
27,33
27,34
27,35
27,36
27,37
27,38
27,39
28,28
28,29
28,30
28,31
28,32
28,33
28,34
28,35
28,36
28,37
28,38
28,39
29,29
29,30
29,31
29,32
29,33
29,34
29,35
29,36
29,37
29,38
29,39
30,30
30,31
30,32
30,33
30,34
30,35
30,36
30,37
30,38
30,39
31,31
31,32
31,33
31,34
31,35
31,36
31,37
31,38
31,39
32,32
32,33
32,34
32,35
32,36
32,37
32,38
32,39
33,33
33,34
33,35
33,36
33,37
33,38
33,39
34,34
34,35
34,36
34,37
34,38
34,39
35,35
35,36
35,37
35,38
35,39
36,36
36,37
36,38
36,39
37,37
37,38
37,39
38,38
38,39
39,39
40,40
