id0,id1
0,0
0,1
0,2
0,3
1,1
1,2
1,3
2,2
2,3
3,3
4,4
4,5
4,6
4,7
4,8
5,5
5,6
5,7
5,8
6,6
6,7
6,8
7,7
7,8
8,8
9,9
10,10
10,11
10,12
10,13
10,14
10,15
10,16
10,17
11,11
11,12
11,13
11,14
11,15
11,16
11,17
12,12
12,13
12,14
12,15
12,16
12,17
13,13
13,14
13,15
13,16
13,17
14,14
14,15
14,16
14,17
15,15
15,16
15,17
16,16
16,17
17,17
18,18
18,19
18,20
18,21
18,22
18,23
18,24
18,25
18,26
19,19
19,20
19,21
19,22
19,23
19,24
19,25
19,26
20,20
20,21
20,22
20,23
20,24
20,25
20,26
21,21
21,22
21,23
21,24
21,25
21,26
22,22
22,23
22,24
22,25
22,26
23,23
23,24
23,25
23,26
24,24
24,25
24,26
25,25
25,26
26,26
27,27
28,28
28,29
29,29
30,30
30,31
30,32
30,33
30,34
30,35
30,36
30,37
31,31
31,32
31,33
31,34
31,35
31,36
31,37
32,32
32,33
32,34
32,35
32,36
32,37
33,33
33,34
33,35
33,36
33,37
34,34
34,35
34,36
34,37
35,35
35,36
35,37
36,36
36,37
37,37
