id0,id1
0,0
0,1
0,2
1,1
1,2
2,2
3,3
3,4
3,5
3,6
3,7
3,8
3,9
3,10
4,4
4,5
4,6
4,7
4,8
4,9
4,10
5,5
5,6
5,7
5,8
5,9
5,10
6,6
6,7
6,8
6,9
6,10
7,7
7,8
7,9
7,10
8,8
8,9
8,10
9,9
9,10
10,10
11,11
11,12
12,12
13,13
13,14
13,15
13,16
13,17
14,14
14,15
14,16
14,17
15,15
15,16
15,17
16,16
16,17
17,17
18,18
18,19
19,19
20,20
20,21
20,22
20,23
20,24
20,25
20,26
21,21
21,22
21,23
21,24
21,25
21,26
22,22
22,23
22,24
22,25
22,26
23,23
23,24
23,25
23,26
24,24
24,25
24,26
25,25
25,26
26,26
27,27
28,28
28,29
28,30
28,31
28,32
28,33
28,34
28,35
28,36
28,37
29,29
29,30
29,31
29,32
29,33
29,34
29,35
29,36
29,37
30,30
30,31
30,32
30,33
30,34
30,35
30,36
30,37
31,31
31,32
31,33
31,34
31,35
31,36
31,37
32,32
32,33
32,34
32,35
32,36
32,37
33,33
33,34
33,35
33,36
33,37
34,34
34,35
34,36
34,37
35,35
35,36
35,37
36,36
36,37
37,37
