id0,id1
0,0
0,1
0,2
0,3
0,4
0,5
1,1
1,2
1,3
1,4
1,5
2,2
2,3
2,4
2,5
3,3
3,4
3,5
4,4
4,5
5,5
6,6
6,7
6,8
6,9
6,10
6,11
6,12
6,13
6,14
6,15
6,16
6,17
6,18
7,7
7,8
7,9
7,10
7,11
7,12
7,13
7,14
7,15
7,16
7,17
7,18
8,8
8,9
8,10
8,11
8,12
8,13
8,14
8,15
8,16
8,17
8,18
9,9
9,10
9,11
9,12
9,13
9,14
9,15
9,16
9,17
9,18
10,10
10,11
10,12
10,13
10,14
10,15
10,16
10,17
10,18
11,11
11,12
11,13
11,14
11,15
11,16
11,17
11,18
12,12
12,13
12,14
12,15
12,16
12,17
12,18
13,13
13,14
13,15
13,16
13,17
13,18
14,14
14,15
14,16
14,17
14,18
15,15
15,16
15,17
15,18
16,16
16,17
16,18
17,17
17,18
18,18
19,19
20,20
20,21
21,21
22,22
23,23
23,24
24,24
25,25
26,26
26,27
26,28
26,29
26,30
26,31
26,32
26,33
26,34
27,27
27,28
27,29
27,30
27,31
27,32
27,33
27,34
28,28
28,29
28,30
28,31
28,32
28,33
28,34
29,29
29,30
29,31
29,32
29,33
29,34
30,30
30,31
30,32
30,33
30,34
31,31
31,32
31,33
31,34
32,32
32,33
32,34
33,33
33,34
34,34
