id0,id1
0,0
1,1
1,2
1,3
1,4
1,5
1,6
1,7
2,2
2,3
2,4
2,5
2,6
2,7
3,3
3,4
3,5
3,6
3,7
4,4
4,5
4,6
4,7
5,5
5,6
5,7
6,6
6,7
7,7
8,8
8,9
8,10
8,11
8,12
8,13
8,14
9,9
9,10
9,11
9,12
9,13
9,14
10,10
10,11
10,12
10,13
10,14
11,11
11,12
11,13
11,14
12,12
12,13
12,14
13,13
13,14
14,14
15,15
15,16
15,17
15,18
15,19
15,20
15,21
15,22
16,16
16,17
16,18
16,19
16,20
16,21
16,22
17,17
17,18
17,19
17,20
17,21
17,22
18,18
18,19
18,20
18,21
18,22
19,19
19,20
19,21
19,22
20,20
20,21
20,22
21,21
21,22
22,22
23,23
24,24
24,25
25,25
26,26
26,27
27,27
28,28
28,29
29,29
