id0,id1
0,0
0,1
0,2
0,3
0,4
0,5
0,6
0,7
0,8
0,9
0,10
0,11
1,1
1,2
1,3
1,4
1,5
1,6
1,7
1,8
1,9
1,10
1,11
2,2
2,3
2,4
2,5
2,6
2,7
2,8
2,9
2,10
2,11
3,3
3,4
3,5
3,6
3,7
3,8
3,9
3,10
3,11
4,4
4,5
4,6
4,7
4,8
4,9
4,10
4,11
5,5
5,6
5,7
5,8
5,9
5,10
5,11
6,6
6,7
6,8
6,9
6,10
6,11
7,7
7,8
7,9
7,10
7,11
8,8
8,9
8,10
8,11
9,9
9,10
9,11
10,10
10,11
11,11
12,12
12,13
12,14
12,15
12,16
12,17
12,18
13,13
13,14
13,15
13,16
13,17
13,18
14,14
14,15
14,16
14,17
14,18
15,15
15,16
15,17
15,18
16,16
16,17
16,18
17,17
17,18
18,18
19,19
20,20
20,21
21,21
22,22
22,23
23,23
24,24
24,25
24,26
24,27
24,28
24,29
24,30
24,31
24,32
24,33
24,34
24,35
25,25
25,26
25,27
25,28
25,29
25,30
25,31
25,32
25,33
25,34
25,35
26,26
26,27
26,28
26,29
26,30
26,31
26,32
26,33
26,34
26,35
27,27
27,28
27,29
27,30
27,31
27,32
27,33
27,34
27,35
28,28
28,29
28,30
28,31
28,32
28,33
28,34
28,35
29,29
29,30
29,31
29,32
29,33
29,34
29,35
30,30
30,31
30,32
30,33
30,34
30,35
31,31
31,32
31,33
31,34
31,35
32,32
32,33
32,34
32,35
33,33
33,34
33,35
34,34
34,35
35,35
36,36
36,37
36,38
36,39
36,40
37,37
37,38
37,39
37,40
38,38
38,39
38,40
39,39
39,40
40,40
41,41
41,42
42,42
