id0,id1
0,0
0,1
0,2
0,3
0,4
0,5
1,1
1,2
1,3
1,4
1,5
2,2
2,3
2,4
2,5
3,3
3,4
3,5
4,4
4,5
5,5
6,6
6,7
6,8
6,9
7,7
7,8
7,9
8,8
8,9
9,9
10,10
10,11
10,12
11,11
11,12
12,12
13,13
14,14
14,15
14,16
14,17
14,18
14,19
14,20
14,21
14,22
14,23
15,15
15,16
15,17
15,18
15,19
15,20
15,21
15,22
15,23
16,16
16,17
16,18
16,19
16,20
16,21
16,22
16,23
17,17
17,18
17,19
17,20
17,21
17,22
17,23
18,18
18,19
18,20
18,21
18,22
18,23
19,19
19,20
19,21
19,22
19,23
20,20
20,21
20,22
20,23
21,21
21,22
21,23
22,22
22,23
23,23
24,24
24,25
24,26
24,27
24,28
24,29
25,25
25,26
25,27
25,28
25,29
26,26
26,27
26,28
26,29
27,27
27,28
27,29
28,28
28,29
29,29
30,30
30,31
31,31
32,32
32,33
32,34
32,35
32,36
32,37
32,38
32,39
33,33
33,34
33,35
33,36
33,37
33,38
33,39
34,34
34,35
34,36
34,37
34,38
34,39
35,35
35,36
35,37
35,38
35,39
36,36
36,37
36,38
36,39
37,37
37,38
37,39
38,38
38,39
39,39
