id0,id1
0,0
1,1
1,2
1,3
2,2
2,3
3,3
4,4
5,5
5,6
5,7
5,8
5,9
5,10
5,11
5,12
5,13
5,14
6,6
6,7
6,8
6,9
6,10
6,11
6,12
6,13
6,14
7,7
7,8
7,9
7,10
7,11
7,12
7,13
7,14
8,8
8,9
8,10
8,11
8,12
8,13
8,14
9,9
9,10
9,11
9,12
9,13
9,14
10,10
10,11
10,12
10,13
10,14
11,11
11,12
11,13
11,14
12,12
12,13
12,14
13,13
13,14
14,14
15,15
15,16
15,17
15,18
16,16
16,17
16,18
17,17
17,18
18,18
19,19
19,20
19,21
20,20
20,21
21,21
22,22
22,23
22,24
22,25
22,26
22,27
22,28
23,23
23,24
23,25
23,26
23,27
23,28
24,24
24,25
24,26
24,27
24,28
25,25
25,26
25,27
25,28
26,26
26,27
26,28
27,27
27,28
28,28
29,29
29,30
30,30
