id0,id1
0,0
0,1
0,2
1,1
1,2
2,2
3,3
3,4
4,4
5,5
5,6
6,6
7,7
7,8
7,9
7,10
7,11
7,12
7,13
7,14
7,15
7,16
7,17
7,18
7,19
8,8
8,9
8,10
8,11
8,12
8,13
8,14
8,15
8,16
8,17
8,18
8,19
9,9
9,10
9,11
9,12
9,13
9,14
9,15
9,16
9,17
9,18
9,19
10,10
10,11
10,12
10,13
10,14
10,15
10,16
10,17
10,18
10,19
11,11
11,12
11,13
11,14
11,15
11,16
11,17
11,18
11,19
12,12
12,13
12,14
12,15
12,16
12,17
12,18
12,19
13,13
13,14
13,15
13,16
13,17
13,18
13,19
14,14
14,15
14,16
14,17
14,18
14,19
15,15
15,16
15,17
15,18
15,19
16,16
16,17
16,18
16,19
17,17
17,18
17,19
18,18
18,19
19,19
20,20
20,21
20,22
21,21
21,22
22,22
23,23
23,24
23,25
23,26
23,27
23,28
23,29
23,30
23,31
24,24
24,25
24,26
24,27
24,28
24,29
24,30
24,31
25,25
25,26
25,27
25,28
25,29
25,30
25,31
26,26
26,27
26,28
26,29
26,30
26,31
27,27
27,28
27,29
27,30
27,31
28,28
28,29
28,30
28,31
29,29
29,30
29,31
30,30
30,31
31,31
32,32
32,33
32,34
33,33
33,34
34,34
35,35
