id0,id1
0,0
0,1
1,1
2,2
3,3
4,4
4,5
4,6
4,7
4,8
4,9
4,10
4,11
5,5
5,6
5,7
5,8
5,9
5,10
5,11
6,6
6,7
6,8
6,9
6,10
6,11
7,7
7,8
7,9
7,10
7,11
8,8
8,9
8,10
8,11
9,9
9,10
9,11
10,10
10,11
11,11
12,12
13,13
13,14
13,15
13,16
13,17
13,18
13,19
13,20
13,21
13,22
13,23
13,24
13,25
13,26
13,27
13,28
13,29
13,30
13,31
13,32
13,33
14,14
14,15
14,16
14,17
14,18
14,19
14,20
14,21
14,22
14,23
14,24
14,25
14,26
14,27
14,28
14,29
14,30
14,31
14,32
14,33
15,15
15,16
15,17
15,18
15,19
15,20
15,21
15,22
15,23
15,24
15,25
15,26
15,27
15,28
15,29
15,30
15,31
15,32
15,33
16,16
16,17
16,18
16,19
16,20
16,21
16,22
16,23
16,24
16,25
16,26
16,27
16,28
16,29
16,30
16,31
16,32
16,33
17,17
17,18
17,19
17,20
17,21
17,22
17,23
17,24
17,25
17,26
17,27
17,28
17,29
17,30
17,31
17,32
17,33
18,18
18,19
18,20
18,21
18,22
18,23
18,24
18,25
18,26
18,27
18,28
18,29
18,30
18,31
18,32
18,33
19,19
19,20
19,21
19,22
19,23
19,24
19,25
19,26
19,27
19,28
19,29
19,30
19,31
19,32
19,33
20,20
20,21
20,22
20,23
20,24
20,25
20,26
20,27
20,28
20,29
20,30
20,31
20,32
20,33
21,21
21,22
21,23
21,24
21,25
21,26
21,27
21,28
21,29
21,30
21,31
21,32
21,33
22,22
22,23
22,24
22,25
22,26
22,27
22,28
22,29
22,30
22,31
22,32
22,33
23,23
23,24
23,25
23,26
23,27
23,28
23,29
23,30
23,31
23,32
23,33
24,24
24,25
24,26
24,27
24,28
24,29
24,30
24,31
24,32
24,33
25,25
25,26
25,27
25,28
25,29
25,30
25,31
25,32
25,33
26,26
26,27
26,28
26,29
26,30
26,31
26,32
26,33
27,27
27,28
27,29
27,30
27,31
27,32
27,33
28,28
28,29
28,30
28,31
28,32
28,33
29,29
29,30
29,31
29,32
29,33
30,30
30,31
30,32
30,33
31,31
31,32
31,33
32,32
32,33
33,33
34,34
34,35
34,36
34,37
34,38
34,39
34,40
34,41
34,42
34,43
34,44
35,35
35,36
35,37
35,38
35,39
35,40
35,41
35,42
35,43
35,44
36,36
36,37
36,38
36,39
36,40
36,41
36,42
36,43
36,44
37,37
37,38
37,39
37,40
37,41
37,42
37,43
37,44
38,38
38,39
38,40
38,41
38,42
38,43
38,44
39,39
39,40
39,41
39,42
39,43
39,44
40,40
40,41
40,42
40,43
40,44
41,41
41,42
41,43
41,44
42,42
42,43
42,44
43,43
43,44
44,44
45,45
